artist_name,duration,artist_terms,tempo,key,energy,title,year,release,time_signature,artist_familiarity,loudness,song_hotttnesss,artist_hotttnesss,danceability
Rihanna,190.4322,dance pop,116.012,6,0.0,The Hotness (ft. Shontelle),0,Save The Last Dance 2 Soundtrack,5,0.917863905848,-8.464,0.470792084776,0.908202619208,0.0
Big Mike Griffin,233.53424,blues-rock,137.496,7,0.0,Sittin' Here With Nothing,0,Southern Shades Of Blue Volume II,5,0.438738148274,-5.815,nan,0.328826085166,0.0
Casual,213.55057,hip hop,156.007,11,0.0,Precís,2008,Il·luminacions,4,0.581793765845,-5.846,nan,0.401997543364,0.0
Joe McBride,258.35057,smooth jazz,93.986,7,0.0,On The Money,0,Texas Rhythm Club,4,0.49244072825,-7.028,0.0,0.338946969158,0.0
Freddie McGregor,247.64036,lovers rock,114.013,0,0.0,Ask You for a Dance,0,Strictly Lovers Rock Vol. 3,5,0.596895543228,-7.065,0.313562114248,0.365951047654,0.0
LL Cool J / Freeway,264.48934,hip hop,50.51,1,0.0,What You Want,2006,Todd Smith,1,0.749217793049,-4.628,0.41373983586,0.544321914839,0.0
Blind Willie McTell,116.34893,country blues,130.36,0,0.0,Boll Weevil,2001,The Devil Can't Hide From Me,4,0.591428551964,-15.872,nan,0.385344913733,0.0
Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,141.322,tech house,106.98,2,0.0,Largo,0,Baroque at Bathtime,4,0.490073499587,-29.128,0.0,0.334782293473,0.0
Luke Vibert,418.79465,trip hop,101.905,7,0.0,Gwithian,2005,Lover's Acid,4,0.632718260552,-15.199,0.531580240678,0.436599339455,0.0
Imiskoubria,211.64363,reggae,180.077,2,0.0,To Pirame,0,To Pirame,4,0.371281679755,-8.85,nan,0.30271627189,0.0
Vince Guaraldi Trio,242.9122,latin jazz,92.4,2,0.0,Yesterdays,1964,Jazz Impressions,3,0.57810362972,-25.924,0.265861049211,0.414892612437,0.0
Astarte,419.97016,black metal,156.15,9,0.0,Thorns of Charon (Pt. 2) - Emerge from Hades,1998,Doomed Dark Years,4,0.53708829702,-4.012,0.345802233965,0.352919183632,0.0
Jack Johnson,264.82893,rock,142.449,11,0.0,Monsoon,2008,Sleep Through The Static: Remixed,4,0.832011769132,-6.892,0.737615569884,0.677482479432,0.0
Jeff And Sheri Easter,191.99955,southern gospel,101.943,0,0.0,A Love That Keeps On Giving (Silent Witness Album Version),0,Silent Witness,3,0.535292735512,-10.301,nan,0.385470550556,0.0
Converge,407.03955,hardcore punk,152.775,5,0.0,Deep Inside,0,Converge EP,4,0.810506205225,-7.49,0.28660595546,0.531157063062,0.0
Beastie Boys,248.13669,hip hop,100.649,2,0.0,Shadrach (2009 Digital Remaster),0,Paul's Boutique (20th Anniversary Remastered Edition),4,0.853124523276,-12.173,0.337593060426,0.534503925707,0.0
Maria Muldaur,288.41751,dance pop,146.936,9,0.0,Sweet Harmony (LP Version),0,Rhino Hi-Five: Maria Muldaur,4,0.586948318408,-10.861,0.0,0.43205407899,0.0
Dottie Rambo_ The Whites,130.29832,southern gospel,103.014,2,0.0,New Shoes,0,Sheltered,4,0.535712478985,-7.157,nan,0.400450456221,0.0
Maire Brennan,184.34567,irish folk,135.124,7,0.0,The Big Rock (LP Version),0,Perfect Time,3,0.576053722689,-9.584,0.531722098421,0.385878057741,0.0
Beres Hammond,193.07057,lovers rock,170.114,10,0.0,Tender Lies,0,Have A Nice Weekend,4,0.681084419844,-15.998,0.215080318509,0.453371188065,0.0
Les Bonapartes,190.69342,jazz funk,181.801,11,0.0,Welcome,0,Les Bonapartes,5,0.62900822586,-6.779,0.215080318509,0.361917926414,0.0
Flame,190.37995,ccm,121.015,8,0.0,Don't Stop,0,Making Moves,4,0.666564006979,-8.402,0.0,0.442670004644,0.0
This Is Hell,119.7971,post-hardcore,150.006,8,0.0,RECKLESS,2008,Misfortunes,4,0.677550148928,-5.261,0.733956330552,0.492132220964,0.0
Mick Hucknall,406.93506,blues,107.398,1,0.0,I Love You More Than You'll Ever Know,0,A Tribute To A Legend,1,0.474581232341,-10.452,0.0,0.32121572592,0.0
Goldfish,159.45098,chill-out,139.987,9,0.0,Watch Out for The Birdsongs,2007,Coming Home,4,0.589174875878,-5.529,0.212045405484,0.442285782391,0.0
Farlow-Kirch Band,220.13342,blues,187.495,2,0.0,Juke Joint,0,Alligator Crawl,4,0.104186986572,-9.851,0.0,0.0,0.0
4Him,296.98567,ccm,139.919,0,0.0,You Are Holy,1995,Chapter One .. A Decade,4,0.565089892204,-9.908,0.405115721691,0.448593802612,0.0
Roy Drusky,163.36934,country rock,88.201,4,0.0,Wasted Days And Wasted Nights,0,30 Country Classics,3,0.378347968586,-13.823,nan,0.306518600038,0.0
Pierre Perret,132.07465,chanson,177.809,9,0.0,Les Trois Orfèvres,2007,Le Plaisir des Dieux,4,0.510301323192,-8.118,nan,0.35297647202,0.0
David & Steve Gordon,610.95138,meditation,127.986,11,0.0,East Wind Drum Call,0,Drum Cargo - Rhythms of Wind,3,0.387242594708,-18.5,0.264481652945,0.187676300929,0.0
Julien Clerc,174.15791,chanson,115.756,9,0.0,Le Coeur Du Volcan,0,100 Chansons,3,0.58547953975,-6.755,0.379523324422,0.364384924468,0.0
Rocky Hill,257.82812,blues-rock,115.018,7,0.0,Fool For You,0,Texas - A Musical Celebration One Texas Shuffle,3,0.319868324179,-6.479,0.205921426029,0.195531828375,0.0
Tinariwen,328.85506,blues-rock,93.325,8,0.0,Tenhert,2009,Imidiwan: Companions,3,0.647834840006,-7.155,nan,0.472451771871,0.0
Georges Brassens,100.8322,chanson,75.064,9,0.0,Comme hier,1953,Georges Brassens: Le siècle d'or,4,0.633408899496,-13.624,nan,0.39428966212,0.0
Eddie Cantor,116.34893,easy listening,112.896,0,0.0,Cheer Up! Smile! Nertz!,0,The Panic Is On: The Great American Depression As Seen By The Common Man,4,0.416141022469,-9.792,0.299877488274,0.331090126339,0.0
Commissioned,235.72853,ccm,124.066,8,0.0,I'm Gonna Let My Love Flow,0,On The Winning Side,4,0.50400634026,-13.644,0.0,0.411218525262,0.0
Gloria De Haven,163.42159,easy listening,179.688,2,0.0,Red Hot Pepper Pot,0,Gloria De Haven Sings,1,0.305466192465,-12.265,0.0,0.0353079471744,0.0
John Stewart,290.53342,folk rock,91.496,2,0.0,Price Of The Fire,0,Punch The Big Guy,4,0.52821128664,-14.28,0.0,0.345368825086,0.0
Frederik,113.99791,tech house,160.114,0,0.0,Es klappert die Mühle,0,Kinderlieder Vol.2,3,0.477946575143,-6.465,nan,0.348215007834,0.0
Nicky B,184.34567,dancehall,124.556,10,0.0,I Only Want To Love You,0,Riddim Driven: Sunlight,3,0.595409239848,-12.041,0.265861049211,0.412699764648,0.0
No Address,286.4322,post-grunge,87.106,5,0.0,Pretty Girl (Amended Version),2005,Time Doesn't Notice,4,0.507430629055,-8.1,0.511424325686,0.344984810618,0.0
Karaoke (Made famous by DMX),218.17424,hip hop,91.001,10,0.0,Ruff Ryder's Anthem (Guide Vocal),0,Karaoke : The Best Of Hip-Hop Volume 7,4,0.822316235979,-11.382,nan,0.50881319501,0.0
The Hokum Boys,209.73669,country blues,116.096,5,0.0,Ain't Goin' To Beg You For That Stuff,0,The Hokum Boys Vol. 1939,4,0.378930031503,-20.349,nan,0.0,0.0
Hinge,247.48363,alternative metal,86.061,7,0.0,Pork Chop Sandwich,0,Elemental Evil,4,0.561821510779,-5.154,0.265861049211,0.349776345456,0.0
The Frequency,195.21261,chill-out,118.008,7,0.0,Stop It,2004,THE FREQUENCY,4,0.568427347298,-9.334,nan,0.335041777037,0.0
Tex Williams,148.79302,western swing,40.875,8,0.0,Castle Of My Dreams,0,Smoke! Smoke! Smoke!,4,0.425883321613,-12.845,0.0,0.313647771107,0.0
Fruko Y Sus Tesos,189.88363,salsa,106.449,7,0.0,Lontananza,0,Greatest Hits 2,4,0.533724476939,-8.445,0.229799480022,0.370747683691,0.0
Soul Asylum,166.26893,hard rock,70.778,11,0.0,Long Day (Album Version),0,Say What You Will  Clarence...Karl Sold The Truck,4,0.690080123787,-11.207,0.304169503435,0.466775621926,0.0
Miossec,159.60771,chanson,103.005,9,0.0,Que Devient Ton Poing Quand Tu Tends Les Doigts,1995,"Brest of"" (Tout ça pour ça)",4,0.551311116606,-8.503,nan,0.35766344769,0.0
Miranda Lee Richards,243.722,chill-out,116.123,0,0.0,The Long Goodbye,2001,The Herethereafter,4,0.556693339702,-8.141,0.304169503435,0.401209642446,0.0
K'Naan,213.13261,hip hop,100.567,3,0.0,Is It A Myth?,2007,The Dusty Foot On The Road,3,0.692979339609,-14.254,0.4830645596,0.536862273632,0.0
Shaggy,187.03628,reggae,114.318,2,0.0,Still Caah Nicer Dan Yard,0,Birch - Gangsta Rock Riddim,3,0.772292647418,-5.252,nan,0.542175165589,0.0
Janet Jackson,263.02649,dance pop,114.024,1,0.0,Greatest X,2008,Discipline,4,0.803836825978,-7.006,nan,0.582575339598,0.0
Devo,264.33261,rock,144.801,2,0.0,The 4th Dimension (LP Version),1984,Shout,4,0.707839968442,-10.499,nan,0.532445870959,0.0
Jim Reeves,175.01995,country gospel,158.763,11,0.0,Rosa Rio,2000,Moonlight and Roses/The Jim Reeves Way,3,0.624252499331,-11.727,0.304169503435,0.462190104591,0.0
Pitch Black,377.36444,chill-out,130.957,0,0.0,Harmonia,0,Expectations,4,0.585387198606,-6.597,nan,0.429513639801,0.0
The Wes Montgomery Trio,246.80444,smooth jazz,137.11,0,0.0,Satin Doll,1987,The Wes Montgomery Trio,4,0.433403103445,-19.802,0.0,0.315776702846,0.0
Usher,309.83791,hip hop,126.955,11,0.0,Moving Mountains,2008,Moving Mountains,5,0.856448923652,-5.692,nan,0.851233891127,0.0
The Killers,269.76608,rock,130.065,11,0.0,When You Were Young,2006,When You Were Young,4,0.918451788889,-7.477,nan,0.819588282229,0.0
Jacques Douai,60.89098,chanson,127.14,7,0.0,Pauvre Jean,0,Heritage - Récital N°5 & 6 - BAM (1958-1959),4,0.313851151598,-18.852,nan,0.14519082979,0.0
Ray Barretto,413.07383,latin jazz,82.815,5,0.0,Vaya (Live At The Beacon Theatre),0,Tomorrow: Barretto Live,3,0.614431579567,-10.999,0.0,0.383211422216,0.0
Fruko Y Sus Tesos,263.33995,salsa,219.796,6,0.0,Fruko's  Boogaloo,0,Pa Goza Con Fruko,4,0.533724476939,-6.974,0.253931906544,0.370747683691,0.0
Dave Rave_ Mark McCarron,90.38322,easy listening,92.005,2,0.0,Face,0,In the Blue of My Dreams,4,0.0260887368288,-19.661,nan,0.0,0.0
Adrienne Pierce,269.63546,folk-pop,151.945,6,0.0,Laundry & Dishes,2008,Faultline,3,0.582431619241,-8.425,0.427446571488,0.409192654106,0.0
MIMS,230.53016,pop rap,127.779,4,0.0,Life Of A Star,2009,Guilt,5,0.796320378166,-4.213,0.407233014901,0.524994964438,0.0
Mongo Santamaria,130.01098,latin jazz,120.446,8,0.0,Los Conguitos,1959,Afro Roots,4,0.54003774898,-23.581,0.0,0.360053306539,0.0
Helen Love,185.36444,power pop,95.575,8,0.0,Shifty Disco Girl,2000,Radio Hits 3,4,0.581884358891,-7.531,0.407901717218,0.34700692093,0.0
Nicola Fasano Feat. Paula B,445.33506,progressive house,125.997,4,0.0,Missing (Olivier Berger Mix),0,Missing,4,0.417884922803,-9.305,nan,0.372547570243,0.0
Phil Collins,316.39465,soft rock,121.044,5,0.0,I Cannot Believe It's True,1982,Hello_ I Must Be Going,4,0.655921417588,-11.763,0.551921514942,0.578301633597,0.0
K.T. Oslin,229.45914,country rock,163.969,4,0.0,Come Next Monday,1993,RCA Country Legends,4,0.55549560279,-8.705,nan,0.364968608273,0.0
Eddie Cantor,196.88444,easy listening,77.963,5,0.0,When My Ship Comes In,1994,The Columbia Years:  1922-1940,5,0.416141022469,-14.618,nan,0.331090126339,0.0
Esser,191.55546,disco,121.988,10,0.0,Headlock,2008,Headlock,3,0.647945005232,-4.622,nan,0.379226365541,0.0
Black Debbath,278.46485,blues,132.642,5,0.0,Where To Piss And Shit In Oslo,2009,Martin Schanche,4,0.480401970296,-5.808,nan,0.392325282528,0.0
Isabel Pantoja,220.94322,flamenco,73.811,7,0.0,Si Tu Me Dices Ven,0,Diez Boleros Y Una Canción De Amor,5,0.496152636378,-6.451,0.239629097774,0.363506515793,0.0
Gordon MacRae,470.9873,smooth jazz,133.017,5,0.0,Soliloquy (2001 Digital Remaster),0,Carousel / Rodgers & Hammerstein's / Original Motion Picture Soundtrack (Expanded Edition),3,0.412473042373,-14.563,nan,0.306976307226,0.0
Eason Chan,241.44934,cantonese pop,81.999,10,0.0,Xi Yang Wu Xian Hao,0,Eason Moving On Stage 1,4,0.555277224341,-13.294,nan,0.395217687049,0.0
Patricia Kaas,247.11791,chanson,130.272,5,0.0,Elle Voulait Jouer Cabaret,1988,Mademoiselle Chante,5,0.630795369641,-8.016,nan,0.398196717447,0.0
Phil Vassar,217.28608,country rock,94.007,11,0.0,This Is My Life,2008,Prayer Of A Common Man,4,0.704994472108,-4.35,0.59575405426,0.504855154444,0.0
I.N.T.,152.92036,hip hop,93.105,7,0.0,Big Sister,0,Honey Hitters,4,0.416754011811,-7.433,0.266955186276,0.340046153817,0.0
Mobb Deep,264.64608,gangster rap,93.976,5,0.0,Where Ya Heart At,1999,Mobb Muzik (Clean Version),4,0.772272160928,-7.101,0.609399102346,0.500119335075,0.0
Paul Cantelon,146.442,folk rock,130.183,0,0.0,The Other Boleyn Girl - Opening Titles,2008,The Other Boleyn Girl,3,0.470828036275,-20.178,nan,0.350476630839,0.0
K-OS,214.17751,trip hop,88.282,9,0.0,Sunday Morning (Sony Connect Set),0,Sony Connect Set,4,0.712662163367,-6.956,nan,0.430697046289,0.0
Bobby Hutcherson,349.72689,latin jazz,86.446,7,0.0,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),1967,Happenings,5,0.570900103777,-12.939,0.265861049211,0.393292711442,0.0
Tyrone Taylor,229.35465,lovers rock,91.995,7,0.0,I'm A Believer,0,Reggae Max,4,0.432074796015,-4.268,nan,0.299392787198,0.0
Junior Jack,482.55955,progressive house,0.0,7,0.0,Thrill Me (Atfc's Jackhammer Re-Rub),2002,Thrill Me,3,0.682355124453,-11.985,nan,0.393642309932,0.0
Blue Rodeo,213.34159,country rock,189.068,2,0.0,Up On That Cloud,2005,Are You Ready,4,0.63642364495,-5.972,0.473346541109,0.44793548048,0.0
K's Choice,252.83873,post-grunge,87.495,2,0.0,A Sound That Only You Can Hear,1995,Paradise In Me,4,0.640757317218,-6.575,0.667506138835,0.451219236891,0.0
Don Gibson,142.94159,country rock,104.943,11,0.0,Who Cares,1987,Lonesome Number One,4,0.540750151436,-13.524,nan,0.379651219002,0.0
Spade Cooley,108.87791,western swing,172.612,2,0.0,Lover,0,King Of Western Swing_ Vol. 5,4,0.440904743307,-29.378,0.0,0.361472786586,0.0
Iggy Pop,294.3473,hard rock,119.121,1,0.0,Lust for life (recorded during the us tour in 1986),0,Ultimate live,4,0.789018488522,-12.66,nan,0.573554543514,0.0
D.A.R.,250.122,black metal,176.298,2,0.0,Que paso,0,Cumbia Mix 3 - el poder de la cumbia en México,1,0.517707751925,-6.657,nan,0.258111988028,0.0
Britney Spears,530.12853,dance pop,130.012,0,0.0,Break The Ice,2007,Break The Ice: Dance Remixes,4,0.947327506635,-5.432,nan,0.607257279581,0.0
Rhian Sheehan,38.922,trip hop,83.412,0,0.0,Untitled,2004,Music for Nature Documentaries,1,0.558007751919,-18.406,0.0,0.414780659073,0.0
PitchBlack,292.70159,chill-out,208.865,9,0.0,Satanic Majesty,0,Designed To Dislike,4,0.585387198606,-4.427,0.0,0.429513639801,0.0
Eyes Cream,492.30322,progressive house,129.994,0,0.0,Open Up Your Mind (Guido Osorio Club Mix),2002,Open Up Your Mind,4,0.37790605648,-7.052,0.0,0.226754094582,0.0
Hot Chip,202.10893,dance rock,128.988,11,0.0,Ready For The Floor (Radio Edit),2008,101 Running Songs,4,0.799910878826,-5.087,nan,0.53576315772,0.0
Daniel Johnston,219.76771,power pop,92.938,9,0.0,Desperate Man Blues,1983,Continued Story / Hi_ How Are You?,1,0.713322146547,-24.308,0.685274901698,0.473613189375,0.0
Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,318.79791,gangster rap,125.827,9,0.0,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),2009,Thug Passion,7,0.872325597018,-13.135,0.253834736132,0.535891042959,0.0
Djelimady Tounkara,303.90812,latin jazz,125.693,0,0.0,Sigui,2001,Sigui,1,0.315307851432,-11.576,0.0,0.266645905498,0.0
Miriam Yeung,277.15873,cantonese pop,135.064,9,0.0,Chao Wo,0,Chao Wo,4,0.492253132435,-3.397,nan,0.256803368795,0.0
DeGarmo & Key,173.19138,ccm,127.89,9,0.0,Out Of The Danger Zone (Degarmo And Key Album Version),0,Very Best Of Degarmo & Key,5,0.421132725384,-7.099,nan,0.318834231458,0.0
Falco,228.12689,dance pop,123.028,5,0.0,Brillantin' Brutal',1984,Junge Roemer,4,0.674464704702,-13.844,nan,0.485781602275,0.0
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,84.1922,chinese music,59.49,6,0.0,Miserere: XI. Cor Mundum,0,Musica Sacra Nella Napoli del '700,1,0.527545209449,-20.105,nan,0.0,0.0
Buddy Miles,218.3571,blues-rock,94.57,7,0.0,Midnight Rider,1997,Best Of Buddy Miles,5,0.596349854327,-9.978,0.270775998946,0.418429597885,0.0
Rickie Lee Jones,287.16363,folk rock,90.373,7,0.0,It Must Be Love (Live Acoustic Version),0,Naked Songs Live And Acoustic,3,0.670615396166,-15.502,0.266955186276,0.503151605985,0.0
Raphaël,211.01669,chanson,150.096,0,0.0,Le Petit Train (Mixé Par Mark Plati),0,Le Petit Train (Mixe Mark Plati),5,0.557460219739,-6.301,0.0,0.386151631413,0.0
Martha Wainwright,209.60608,folk-pop,117.316,9,0.0,Comin' Tonight,2008,Comin' Tonight,4,0.704244766038,-13.551,nan,0.497568734282,0.0
Sugar Minott,192.15628,roots reggae,161.721,1,0.0,Walking Dub,0,Ghetto-ology + Dub,4,0.606975737219,-9.256,0.215080318509,0.386289651246,0.0
Randy Travis,187.53261,country gospel,95.781,5,0.0,On The Other Hand (Remastered Album Version),0,Trail Of Memories:  The Randy Travis Anthology,4,0.787877691086,-12.324,0.215080318509,0.543225521045,0.0
Ini Kamoze,236.56444,dancehall,165.111,0,0.0,Goodness & Mercy,0,Fatis Presents Ini Kamoze,4,0.621825361751,-9.881,0.240374588846,0.434930157918,0.0
John D. Loudermilk,252.682,blues-rock,112.781,5,0.0,Brown Girl,0,The Open Mind Of John D. Loudermilk,4,0.414244229172,-12.239,0.265861049211,0.287370034592,0.0
Andy & Lucas,234.63138,flamenco,147.886,9,0.0,Amores Cobardes,2008,Con Los Pies En La Tierra,4,0.538137739913,-5.343,0.265861049211,0.400387756597,0.0
Glen Campbell And Bobbie Gentry,183.11791,country blues,101.577,7,0.0,Mornin' Glory,1968,The Best of Bobbie Gentry: The Capitol Years,4,0.582460566903,-13.881,0.555016408652,0.384798909965,0.0
Kenny Rogers,188.96934,country rock,174.785,0,0.0,The Son Of Hickory Holler's Tramp,1977,The Best Of Kenny Rogers,4,0.735370101605,-12.193,0.345802233965,0.61999595034,0.0
Tonic,184.68526,post-grunge,156.028,2,0.0,Where Do I Fit,0,Tonic,4,0.701521706441,-4.768,0.6387456399,0.52431892047,0.0
Operator,213.55057,post-grunge,135.958,5,0.0,Soulcrusher (Amended Album Version),0,Soulcrusher,4,0.621587524646,-5.15,0.646151233788,0.401936414515,0.0
Pursuit Of Happiness,159.60771,power pop,125.1,9,0.0,Hard To Laugh,1988,Love Junk,4,0.508676201038,-9.224,0.531722098421,0.377888131403,0.0
Gym Class Heroes,254.51057,hip hop,91.97,1,0.0,New Friend Request (Amended Version),2006,As Cruel As School Children,4,0.906619151711,-4.952,0.494469709267,0.563403565869,0.0
Jane Winther,164.98893,meditation,21.438,2,0.0,Deep Voices,0,Bardo,1,0.317391380089,-24.773,nan,0.345284772988,0.0
A.Z.,203.10159,gangster rap,88.064,11,0.0,We Can't Win (Explicit),1995,Doe Or Die,4,0.640695920704,-12.042,nan,0.449602655974,0.0
Arturo Sandoval,266.60526,latin jazz,61.018,0,0.0,My Funny Valentine,2003,Trumpet Evolution,1,0.561464646411,-14.818,0.471971171794,0.423527584809,0.0
Hassan Annouri feat. Cassandra Steen,270.73261,hip hop,150.063,7,0.0,Wahrheit,0,International,4,0.0771768673465,-5.106,nan,0.357784312397,0.0
Tyrone Taylor,223.50322,lovers rock,165.271,9,0.0,Members Only,0,Reggae Max,4,0.432074796015,-7.64,nan,0.299392787198,0.0
Erik Berglund,253.04771,folk-pop,66.595,1,0.0,All I Ask Of You,0,Somewhere,1,0.377034085128,-8.274,nan,0.336191155685,0.0
Skeeter Davis,160.7571,country rock,148.653,2,0.0,Foggy Mountain Top,1963,The End Of The World,4,0.60383916969,-13.321,0.257854963811,0.395791273774,0.0
Bob Marley,177.71057,reggae,180.876,1,0.0,Memphis,1999,Top Ranking Reggae - Bob Marley - Soul Almighty,4,0.780264380801,-15.015,0.597126351828,0.570106511951,0.0
Tito Puente,178.46812,salsa,179.587,11,0.0,Mambo Suavecito,1993,Mamborama,1,0.72210529812,-13.805,nan,0.480724780921,0.0
Skeeter Davis,168.48934,country rock,89.219,4,0.0,He Says The Same Things To Me,0,Skeeter Davis: RCA Country Legend,3,0.60383916969,-10.38,0.0,0.395791273774,0.0
Crazy Horse,191.65995,country rock,106.854,2,0.0,E se tu lontana sei,2006,De beste liedjes,3,0.540279892402,-10.247,0.0,0.34219231046,0.0
Brian Free & Assurance,243.80036,southern gospel,101.913,11,0.0,Emmaus,0,Things That Last Forever,4,0.416463908141,-12.347,0.267378459192,0.374335194759,0.0
Alain Morisod,245.44608,chill-out,117.993,7,0.0,Besame Mucho,0,20 Melodies pour rever_ Volume 3,3,0.353712385755,-9.472,0.0,0.294161881986,0.0
The Color Red,216.05832,post-grunge,157.001,6,0.0,Cleansing,0,Clear,4,0.483388547225,-4.773,0.473346541109,0.373685259562,0.0
U2,451.44771,dance rock,130.013,11,0.0,Vertigo,2004,Sometimes You Can't Make It On Your Own,4,0.843526543333,-4.833,nan,0.750311503248,0.0
PMD,214.02077,hip hop,115.949,11,0.0,The Awakening (Clean),0,Look At  You Now,5,0.480806281832,-10.69,nan,0.397467636085,0.0
Gold City,173.66159,southern gospel,145.16,10,0.0,It Came Upon The Midnight Clear,1994,FANtastic Christmas,3,0.596189938258,-10.786,0.0,0.396521303082,0.0
Roy Drusky,138.84036,country rock,103.053,0,0.0,Country Rose,0,You Win  Again,5,0.378347968586,-17.772,0.0,0.306518600038,0.0
Laurindo Almeida,201.03791,latin jazz,128.664,0,0.0,Pega Joso,0,Jazz From A To B,1,0.560256828453,-19.87,0.405115721691,0.341904573541,0.0
Irreversíveis,254.82404,rock,104.02,11,0.0,Os Dois Irreversíveis,0,Irreversíveis,4,0.268834253318,-7.632,0.0,0.0,0.0
Sick Puppies,212.92363,post-grunge,209.739,2,0.0,Master Of The Universe,2009,Tri-polar (Edited),4,0.782984211165,-5.429,0.671756385802,0.675117718829,0.0
Andreas Dorau,231.10485,tech house,124.976,11,0.0,Das Telefon sagt Du,1994,Das Telefon Sagt Du,4,0.501785968274,-10.201,nan,0.382426584202,0.0
Willie Clancy,166.922,disco,106.542,7,0.0,Air: My Lagan Love,0,Willie Clancy The Gold Ring,1,0.346236810703,-11.477,nan,0.284824355792,0.0
Singing Melody,214.90893,dancehall,88.897,9,0.0,Someone To Hold,0,Strictly The Best Vol. 18,4,0.498414133308,-10.846,0.0,0.326008873279,0.0
Bill & Gloria Gaither,162.06322,country gospel,110.167,1,0.0,He Will Lead His Children Home,0,When All God's Singers Get Home,4,0.426882762347,-12.37,0.0,0.333303418273,0.0
Gary Nichols,162.19383,country blues,73.979,11,0.0,Paper Doll,0,Gary Nichols,3,0.621597789239,-11.552,nan,0.386470142237,0.0
FFH,264.07138,ccm,162.002,2,0.0,Great Big Problem,2005,Voice From Home,4,0.601245988381,-5.202,0.265861049211,0.461026520548,0.0
Gabinete Caligari,169.69098,pop rock,122.22,4,0.0,Viaje Al Averno,1991,Lo Mejor De Gabinete Caligari,4,0.490688788329,-4.199,nan,0.326430852788,0.0
Gloria De Haven,110.88934,easy listening,100.296,0,0.0,Diamonds Are A Girl's Best Friend,0,The Very Best Of,4,0.305466192465,-14.088,nan,0.0353079471744,0.0
Avril,651.59791,trip hop,86.589,4,0.0,The Matter With You (Part I_ Ii_ Iii),2000,Now It's Spring,4,0.89717803847,-10.718,nan,0.438234413869,0.0
Delbert McClinton,114.31138,blues-rock,221.858,4,0.0,Lose Your Money,2000,Voices Of Americana: Delbert McClinton,4,0.69992476451,-10.261,nan,0.449668690752,0.0
Sticky Fingaz & Omar Epps,142.86322,hip hop,87.897,1,0.0,Don't Owe Me Nothin',0,A Day In The Life,4,0.542512528352,-9.532,nan,0.403784234959,0.0
Sonora Santanera,168.46322,salsa,105.459,0,0.0,Estoy Pensando En Tí,2003,Solo Lo Nuestro - 20 Exitos,1,0.487356790928,-11.106,0.484562529968,0.343428378297,0.0
Jimi Hendrix,528.14322,blues-rock,175.663,0,0.0,Voodoo Chile Blues,1994,Blues,3,0.840963900935,-12.797,0.62676091689,0.587869152218,0.0
Kent,257.74975,post-grunge,120.008,11,0.0,Ingenting,0,Tillbaka Till Samtiden,4,0.700570065019,-6.421,0.666656368531,0.487595647696,0.0
T-la Rock,151.61424,hip hop,197.152,6,0.0,Back To Burn,2001,Dj Revolution Present Class Of 86,4,0.509512016212,-6.265,0.427446571488,0.291183520651,0.0
Jean-Jacques Goldman,501.05424,chanson,148.642,2,0.0,Là-Bas,1991,Live 98 En Passant,4,0.61742140664,-8.508,nan,0.449253876948,0.0
Les Ogres De Barback,287.242,chanson,149.591,11,0.0,L'education du corps des porcs,2001,Croc' noces,4,0.652367864188,-5.612,0.299877488274,0.437964733142,0.0
One Block Radius,236.72118,pop rap,124.022,4,0.0,All On Our Own,2008,One Block Radius,4,0.646851193887,-2.45,nan,0.406092676532,0.0
Pepper,108.93016,reggae,148.712,11,0.0,Stormtrooper (Live),2009,Kona Gold,4,0.765141417908,-5.356,0.0,0.471493226676,0.0
Timo Maas,417.56689,progressive house,87.995,4,0.0,Bad Days,2001,Loud,1,0.691973119281,-8.92,0.358083043105,0.3966195656,0.0
The Rolling Stones,172.72118,blues,107.455,4,0.0,Time Is On My Side,1964,12 x 5,3,0.814829656133,-7.343,nan,0.776037656053,0.0
Twila Paris,201.32526,ccm,135.989,11,0.0,We Will Glorify (Key-B-Db-Premiere Performance Plus),0,We Will Glorify (Premiere Performance Plus Track),5,0.559901438381,-10.012,0.303578662863,0.401239121707,0.0
Bob Carlisle,331.25832,ccm,103.634,7,0.0,Man Of No Reputation,1994,Collection: B. Carlisle,4,0.563583586258,-16.196,0.0,0.388527293306,0.0
Anat Ben David,213.7073,tech house,100.042,0,0.0,Moon Boom,0,Virtual Leisure,4,0.500656727945,-8.913,0.0,0.0,0.0
Les Malpolis,246.69995,chanson,172.061,7,0.0,Les Amours de Nathalie,1998,Piédenés,7,0.488206851047,-9.76,nan,0.271250596262,0.0
Los Chunguitos,164.12689,flamenco,158.479,10,0.0,Por La Calle Abajo,2000,Grandes Éxitos: Los Chunguitos,4,0.51503358359,-8.07,nan,0.372356587534,0.0
Tammy Wynette,84.16608,honky tonk,155.05,3,0.0,Welcome To My World (Live),0,Tammy Wynette - Live at the Rodeo!,1,0.606118645697,-11.433,nan,0.409196035655,0.0
