,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,quality,imdb_z
298,1,1444,141.0,78.0,10.0,253.0,2950,558.0,89296573.0,1,541,3735,128285,2039,1679,1.0,945,1145,297.0,11,61,1,100000000.0,2000.0,452.0,7.3,1.66,0,4,0.7626073426639162
299,1,2084,383.0,103.0,165.0,13000.0,2730,26000.0,85017401.0,0,846,3743,246803,57881,455,3.0,2874,4174,474.0,11,61,9,92000000.0,2012.0,13000.0,6.7,2.35,108000,3,0.22971292248974245
300,1,1164,193.0,131.0,226.0,341.0,218,12000.0,173005002.0,0,1462,2487,255447,13679,222,0.0,3478,2274,692.0,11,61,6,100000000.0,2004.0,625.0,6.9,2.35,0,3,0.40734439588113397
301,0,2102,170.0,104.0,14.0,203.0,829,3000.0,75030163.0,0,498,1209,108076,4487,1164,0.0,3681,2709,1690.0,11,61,6,100000000.0,2006.0,762.0,5.1,2.35,0,3,-1.1913388646413887
302,1,2091,333.0,101.0,0.0,279.0,2507,925.0,77222184.0,1,297,4773,87677,1738,2299,0.0,1560,2393,388.0,11,21,6,100000000.0,2009.0,468.0,6.8,2.35,11000,3,0.3185286591854378
303,1,1067,256.0,111.0,456.0,394.0,439,20000.0,34964818.0,1,744,2656,39956,21393,2541,4.0,82,4749,186.0,11,61,6,150000000.0,2015.0,548.0,5.8,2.35,24000,3,-0.569628707771519
304,1,347,203.0,102.0,77.0,120.0,890,14000.0,107515297.0,1,999,1206,85833,14552,3337,2.0,3953,3128,113.0,11,61,6,100000000.0,2013.0,151.0,6.7,2.35,17000,3,0.22971292248974245
305,1,685,321.0,103.0,207.0,3000.0,170,40000.0,67631157.0,0,972,4366,176598,55175,2921,0.0,4711,3624,374.0,11,61,7,100000000.0,2010.0,11000.0,6.0,2.35,25000,3,-0.39199723438012746
306,1,1778,174.0,121.0,0.0,595.0,1888,1000.0,66862068.0,0,264,1191,89509,3903,3350,0.0,1223,1272,524.0,11,61,9,83000000.0,1999.0,1000.0,5.7,2.35,2000,3,-0.6584444444672143
307,1,623,166.0,143.0,380.0,452.0,775,29000.0,57366262.0,1,1171,564,400292,33160,3122,0.0,3556,2716,657.0,11,21,9,100000000.0,2006.0,3000.0,8.0,2.35,14000,5,1.3843174995337861
308,1,1472,606.0,240.0,17000.0,4000.0,1952,29000.0,116866727.0,3,1171,4432,780588,46057,1721,3.0,1630,3280,1138.0,11,61,9,100000000.0,2013.0,11000.0,8.2,2.35,138000,5,1.5619489729251768
309,1,1073,144.0,121.0,541.0,680.0,2369,920.0,184031112.0,0,1359,454,190786,2880,842,4.0,4564,743,539.0,11,61,7,100000000.0,1995.0,710.0,5.4,1.85,0,3,-0.9248916545543011
310,1,1747,192.0,129.0,719.0,423.0,2237,660.0,54700065.0,0,799,3321,221521,2031,3032,0.0,698,1032,1049.0,11,61,9,105000000.0,1997.0,475.0,7.2,1.85,0,4,0.6737916059682209
311,1,2254,511.0,172.0,670.0,1000.0,1363,15000.0,27098580.0,7,1951,821,284825,22686,1616,5.0,3117,3761,828.0,11,21,9,102000000.0,2012.0,5000.0,7.5,2.35,124000,4,0.9402388160553077
312,1,2378,188.0,101.0,0.0,577.0,2398,2000.0,55673333.0,0,4,2099,65785,4286,230,1.0,1504,3575,160.0,11,61,6,80000000.0,2010.0,653.0,7.0,2.35,16000,4,0.49616013257682934
313,1,1813,212.0,87.0,26.0,566.0,544,827.0,40198710.0,0,635,727,87451,3144,76,0.0,1571,2071,660.0,11,61,7,100000000.0,2004.0,825.0,3.3,2.35,0,2,-2.790022125163911
314,1,246,245.0,101.0,420.0,467.0,2494,12000.0,72660029.0,0,533,1658,115687,16235,1353,0.0,1099,3652,269.0,11,61,7,100000000.0,2014.0,3000.0,6.0,2.35,21000,3,-0.39199723438012746
315,1,1972,127.0,95.0,63.0,720.0,1911,23000.0,38120554.0,1,996,4565,71527,26940,2385,0.0,685,1205,217.0,11,61,6,140000000.0,2002.0,770.0,7.1,1.5,0,4,0.5849758692725247
316,1,233,167.0,102.0,52.0,526.0,179,8000.0,49392095.0,1,2036,2072,52029,10552,368,1.0,4420,2761,224.0,11,61,7,100000000.0,2009.0,735.0,5.4,1.85,0,3,-0.9248916545543011
317,1,1718,320.0,131.0,385.0,11000.0,2730,26000.0,39292022.0,0,846,3744,127258,52610,1279,15.0,1706,4494,351.0,11,61,7,90000000.0,2014.0,13000.0,6.1,2.35,56000,3,-0.3031814976844321
318,1,656,163.0,114.0,19.0,848.0,841,1000.0,28772222.0,0,1615,2739,33953,3962,858,1.0,1226,4356,163.0,11,61,7,105000000.0,2015.0,897.0,5.3,2.35,37000,3,-1.0137073912499972
319,1,1346,78.0,94.0,6.0,227.0,2862,490.0,17010646.0,4,825,3230,40751,1195,304,0.0,1337,2227,239.0,11,61,6,84000000.0,2005.0,294.0,2.2,1.85,881,1,-3.7669952288165627
320,1,1974,289.0,122.0,2000.0,571.0,281,26000.0,24985612.0,0,331,1834,71782,28328,1120,0.0,3806,3778,161.0,11,61,7,100000000.0,2015.0,911.0,7.0,1.85,27000,4,0.49616013257682934
321,1,1977,66.0,95.0,31.0,683.0,2346,3000.0,4411102.0,0,1690,3494,20295,6161,463,1.0,2606,1414,164.0,11,61,7,100000000.0,2002.0,695.0,3.8,1.85,416,2,-2.3459434416854323
322,1,1736,266.0,115.0,521.0,95.0,2582,13000.0,35024475.0,0,1303,1550,110364,13761,1347,1.0,2896,3225,261.0,11,19,9,100000000.0,2010.0,537.0,6.9,2.35,0,3,0.40734439588113397
323,1,2134,208.0,88.0,20.0,36.0,2899,144.0,130174897.0,1,637,4161,27918,309,336,0.0,3648,4557,155.0,11,61,1,99000000.0,2015.0,42.0,7.2,1.85,33000,4,0.6737916059682209
324,1,518,97.0,110.0,342.0,393.0,948,623.0,10200000.0,7,162,4312,18697,1722,477,0.0,2347,1026,263.0,11,61,6,10000000.0,1997.0,508.0,7.3,1.85,578,4,0.7626073426639162
325,1,2119,202.0,130.0,208.0,591.0,365,12000.0,202007640.0,0,533,4097,248045,15972,2597,5.0,847,1527,890.0,11,61,7,98000000.0,2001.0,3000.0,6.3,2.35,0,3,-0.12555002429304057
326,1,1472,233.0,216.0,17000.0,1000.0,1741,29000.0,77679638.0,5,1171,1449,314033,47657,1616,3.0,2416,1553,1166.0,11,61,9,100000000.0,2002.0,14000.0,7.5,2.35,0,4,0.9402388160553077
327,1,2372,136.0,146.0,611.0,28.0,2137,23000.0,9213.0,7,338,3772,38690,23240,3068,2.0,313,3805,130.0,26,12,9,94000000.0,2011.0,196.0,7.6,2.35,13000,4,1.029054552751003
328,1,151,154.0,85.0,9.0,970.0,3016,12000.0,58867694.0,2,862,3406,54077,25590,1723,0.0,2765,2585,112.0,11,61,6,100000000.0,2007.0,11000.0,6.8,1.85,0,3,0.3185286591854378
329,1,702,169.0,93.0,0.0,465.0,1948,11000.0,59475623.0,4,981,4327,49739,13748,2880,1.0,3107,2068,407.0,11,61,7,90000000.0,2004.0,2000.0,5.2,1.85,0,3,-1.1025231279456926
330,1,1895,200.0,152.0,0.0,557.0,2529,2000.0,108638745.0,7,763,538,292022,4270,1083,0.0,1101,1740,1103.0,11,61,9,92000000.0,2001.0,820.0,7.7,2.35,10000,4,1.1178702894466992
331,1,977,255.0,85.0,116.0,329.0,2791,8000.0,86897182.0,4,2036,3627,106790,9271,1856,0.0,2470,4192,177.0,11,61,9,95000000.0,2012.0,331.0,6.2,1.85,18000,3,-0.21436576098873592
332,1,1391,173.0,126.0,0.0,10000.0,409,14000.0,63540020.0,0,1397,3760,343274,39319,1166,2.0,54,959,742.0,11,19,7,93000000.0,1997.0,13000.0,7.7,2.35,18000,4,1.1178702894466992
333,1,1560,221.0,146.0,127.0,722.0,1771,962.0,95328937.0,4,335,3084,59581,4555,1965,4.0,292,3645,293.0,11,61,9,100000000.0,2010.0,740.0,4.3,1.85,0,2,-1.901864758206954
334,1,191,82.0,89.0,10.0,442.0,2483,2000.0,50802661.0,1,642,4246,58300,3372,1014,1.0,458,1227,139.0,11,61,6,95000000.0,2000.0,919.0,6.9,1.85,0,3,0.40734439588113397
335,1,2134,233.0,88.0,20.0,916.0,1479,22000.0,161317423.0,1,1555,1803,145321,25354,935,0.0,339,4092,139.0,11,61,6,95000000.0,2012.0,1000.0,6.6,2.35,14000,3,0.1408971857940463
336,1,1277,343.0,105.0,0.0,502.0,752,2000.0,201148159.0,7,722,789,103737,4671,2060,1.0,3698,4079,322.0,11,61,6,95000000.0,2015.0,520.0,7.0,2.35,56000,4,0.49616013257682934
337,1,1779,308.0,135.0,0.0,310.0,3,873.0,43982842.0,7,1362,4041,125109,2370,3292,1.0,138,2347,593.0,11,61,7,65000000.0,2009.0,560.0,6.7,2.35,16000,3,0.22971292248974245
338,1,99,301.0,100.0,475.0,799.0,2687,1000.0,380838870.0,1,46,1318,692482,5641,382,0.0,4294,1755,866.0,11,61,1,94000000.0,2003.0,939.0,8.2,1.85,11000,5,1.5619489729251768
339,1,1779,328.0,192.0,0.0,416.0,315,5000.0,377019252.0,0,1511,4027,1215718,6434,313,2.0,1703,1375,3189.0,11,61,7,94000000.0,2003.0,857.0,8.9,2.35,16000,5,2.1836591297950476
340,1,1779,294.0,172.0,0.0,857.0,2206,16000.0,340478898.0,0,354,4028,1100446,23052,343,1.0,3827,1376,2417.0,11,61,7,94000000.0,2002.0,5000.0,8.7,2.35,10000,5,2.006027656403655
341,1,2052,175.0,102.0,44.0,766.0,775,12000.0,17176900.0,0,862,3078,54501,17098,2564,4.0,1013,3438,154.0,11,61,7,95000000.0,2014.0,3000.0,5.5,2.35,16000,3,-0.8360759178586058
342,1,2084,199.0,100.0,165.0,240.0,2170,11000.0,131144183.0,0,98,2074,157016,12150,586,1.0,4431,1270,824.0,11,61,7,115000000.0,2001.0,509.0,5.7,2.35,0,3,-0.6584444444672143
343,1,2321,355.0,119.0,0.0,968.0,2094,40000.0,23014504.0,7,972,4552,172707,54031,653,1.0,1135,4433,462.0,11,60,7,100000000.0,2014.0,11000.0,6.3,2.35,37000,3,-0.12555002429304057
344,1,1060,198.0,92.0,394.0,527.0,2866,693.0,181166115.0,0,1365,1979,219501,2574,75,0.0,3581,1339,1236.0,11,61,7,93000000.0,2001.0,595.0,5.9,1.85,0,3,-0.48081297107582277
345,1,1989,529.0,105.0,81.0,779.0,710,11000.0,176740650.0,0,813,2920,403836,13118,3344,0.0,746,3714,646.0,11,61,7,93000000.0,2011.0,1000.0,7.6,2.35,47000,4,1.029054552751003
346,1,1462,198.0,107.0,70.0,330.0,2820,770.0,71148699.0,1,1288,4316,68935,1614,1636,0.0,367,2536,125.0,11,61,6,90000000.0,2008.0,419.0,6.6,2.35,0,3,0.1408971857940463
347,1,1125,412.0,101.0,212.0,476.0,584,13000.0,67344392.0,0,251,100,165618,15481,2306,2.0,2074,4010,503.0,11,61,9,92000000.0,2013.0,787.0,5.3,1.85,66000,3,-1.0137073912499972
348,1,1116,106.0,137.0,102.0,877.0,1849,2000.0,22406362.0,7,484,3500,16832,5780,1747,0.0,1097,2028,267.0,11,61,7,107000000.0,2004.0,973.0,6.0,2.35,701,3,-0.39199723438012746
349,1,228,283.0,115.0,663.0,55.0,610,1000.0,261437578.0,0,740,3919,479166,1901,2104,0.0,4357,2018,815.0,11,61,6,92000000.0,2004.0,723.0,8.0,2.35,0,5,1.3843174995337861
350,1,1854,61.0,124.0,212.0,810.0,970,1000.0,11000000.0,0,355,916,21102,3611,2282,3.0,4526,754,169.0,11,61,7,98000000.0,1995.0,903.0,5.6,2.35,1000,3,-0.7472601811629105
351,1,331,217.0,118.0,0.0,1000.0,2479,8000.0,88761720.0,1,1206,2695,141179,14024,3139,0.0,4299,3070,419.0,11,60,6,95000000.0,2010.0,3000.0,5.9,2.35,9000,3,-0.48081297107582277
352,1,167,175.0,98.0,188.0,602.0,2413,10000.0,250147615.0,1,2040,2317,403014,12998,2062,0.0,669,994,289.0,11,61,7,90000000.0,1997.0,826.0,7.3,1.85,0,4,0.7626073426639162
353,1,1115,191.0,82.0,487.0,967.0,1432,15000.0,245823397.0,1,1951,4539,385871,21275,3418,2.0,3019,1041,515.0,11,61,1,90000000.0,1999.0,1000.0,7.9,1.85,0,4,1.2955017628380907
354,1,2274,316.0,98.0,12000.0,1000.0,2479,18000.0,81557479.0,0,485,4645,149947,25780,1068,1.0,4139,2862,326.0,11,61,7,100000000.0,2010.0,3000.0,6.8,2.35,18000,3,0.3185286591854378
355,1,246,127.0,90.0,420.0,141.0,1428,191.0,226138454.0,0,1331,2984,160440,664,1278,2.0,2045,1758,394.0,11,61,7,90000000.0,2001.0,165.0,6.6,2.35,0,3,0.1408971857940463
356,1,1948,185.0,130.0,0.0,568.0,134,11000.0,155370362.0,7,714,4757,98403,12890,2430,0.0,4256,1325,683.0,11,61,7,100000000.0,2000.0,627.0,6.6,2.35,0,3,0.1408971857940463
357,1,1802,191.0,90.0,97.0,56.0,336,622.0,124870275.0,2,2037,822,152601,1227,50,1.0,4104,3122,156.0,11,61,6,100000000.0,2009.0,526.0,7.0,2.35,0,4,0.49616013257682934
358,1,289,188.0,94.0,107.0,117.0,1840,835.0,196573705.0,0,482,1804,166791,1258,1888,0.0,3790,3396,132.0,11,61,6,90000000.0,2009.0,256.0,7.0,1.85,0,4,0.49616013257682934
359,1,177,362.0,114.0,0.0,423.0,38,3000.0,58229120.0,1,14,4277,236421,5095,1663,1.0,3395,2209,515.0,11,61,6,90000000.0,2013.0,806.0,7.3,2.35,70000,4,0.7626073426639162
360,1,1510,181.0,94.0,368.0,466.0,1671,13000.0,125305545.0,0,187,748,145350,15419,1890,0.0,2110,1313,643.0,11,61,7,92000000.0,2000.0,1000.0,5.5,2.35,0,3,-0.8360759178586058
361,1,1472,352.0,151.0,17000.0,1000.0,1933,29000.0,132373442.0,5,1171,3706,873649,45648,2758,0.0,2129,2500,2054.0,11,61,9,90000000.0,2006.0,13000.0,8.5,2.35,29000,5,1.8283961830122644
362,1,2264,143.0,88.0,7.0,484.0,1100,2000.0,120618403.0,1,1399,2429,171792,4478,1810,0.0,1605,1103,222.0,11,61,1,90000000.0,1998.0,500.0,7.5,1.66,12000,4,0.9402388160553077
363,1,177,308.0,121.0,0.0,918.0,2693,21000.0,110416702.0,0,1659,4575,307539,23484,400,3.0,4053,3217,577.0,11,61,9,92000000.0,2008.0,1000.0,7.0,2.35,0,4,0.49616013257682934
364,1,499,517.0,158.0,21000.0,585.0,1059,18000.0,102515793.0,5,1673,3802,330152,20388,1660,1.0,3122,3965,632.0,11,61,9,90000000.0,2011.0,1000.0,7.8,2.35,54000,4,1.2066860261423946
365,1,1122,148.0,128.0,323.0,489.0,81,13000.0,100012500.0,0,251,1031,299258,14274,1914,1.0,2076,757,346.0,11,61,9,90000000.0,1995.0,559.0,7.6,2.35,0,4,1.029054552751003
366,1,813,415.0,128.0,0.0,727.0,837,21000.0,209019489.0,0,1659,3119,477300,23996,2853,3.0,1931,3274,621.0,11,61,7,90000000.0,2009.0,979.0,7.6,1.85,20000,4,1.029054552751003
367,1,2223,1.0,141.0,335.0,635.0,243,11000.0,48549464.42870905,1,1419,494,57,13379,2446,2.0,0,4600,1.0,11,61,7,39831118.41831792,2016.0,745.0,6.1,2.35,0,3,-0.3031814976844321
368,1,741,146.0,95.0,21.0,503.0,1364,12000.0,84037039.0,0,1169,380,72591,15237,701,0.0,1230,1588,289.0,11,61,6,120000000.0,2001.0,802.0,6.8,2.35,0,3,0.3185286591854378
369,1,2322,70.0,92.0,12.0,1000.0,1486,35000.0,85884815.0,1,157,259,9418,38450,1593,0.0,2817,4674,53.0,11,61,6,90000000.0,2015.0,1000.0,5.0,1.85,0,3,-1.2801546013370841
370,1,276,269.0,121.0,0.0,919.0,2843,10000.0,83077470.0,7,1947,4660,183247,14165,3234,0.0,775,3272,440.0,11,61,7,75000000.0,2008.0,1000.0,7.1,1.85,0,4,0.5849758692725247
371,1,560,198.0,113.0,221.0,503.0,2564,11000.0,100018837.0,0,13,4866,156348,13446,1926,0.0,4317,3236,380.0,11,61,7,90000000.0,2008.0,600.0,5.5,1.85,0,3,-0.8360759178586058
372,1,331,253.0,106.0,0.0,1000.0,30,22000.0,78747585.0,0,1555,2726,89770,35367,1758,0.0,654,4390,342.0,11,61,7,88000000.0,2015.0,11000.0,5.6,2.35,39000,3,-0.7472601811629105
373,1,2149,281.0,146.0,14000.0,681.0,2966,3000.0,78616689.0,1,707,160,238747,6217,1930,0.0,475,1543,2153.0,11,61,7,100000000.0,2001.0,882.0,7.1,1.85,11000,4,0.5849758692725247
374,1,1907,122.0,88.0,50.0,441.0,2326,691.0,75817994.0,4,1282,3854,32049,2622,2171,0.0,1028,2125,179.0,11,61,6,90000000.0,2003.0,569.0,4.9,2.35,988,2,-1.3689703380327796
375,1,1948,159.0,150.0,0.0,135.0,2840,11000.0,100853835.0,7,1313,856,200556,12289,1995,2.0,4624,941,611.0,11,61,6,90000000.0,1997.0,1000.0,7.4,2.35,15000,4,0.8514230793596124
376,1,1747,180.0,119.0,719.0,423.0,1637,833.0,73209340.0,0,696,1696,101834,2356,1663,0.0,3887,1348,628.0,11,61,9,95000000.0,2000.0,624.0,5.7,1.85,0,3,-0.6584444444672143
377,1,2167,227.0,128.0,521.0,249.0,1024,591.0,72515360.0,5,396,3931,86152,2100,2387,1.0,519,2309,411.0,0,60,7,80000000.0,2005.0,249.0,6.4,2.35,0,3,-0.03673428759734442
378,1,2204,183.0,106.0,87.0,918.0,1734,8000.0,68558662.0,1,1206,2696,86627,10882,400,0.0,4277,4232,204.0,11,61,6,90000000.0,2013.0,956.0,5.9,2.35,28000,3,-0.48081297107582277
379,1,953,157.0,117.0,101.0,3000.0,170,18000.0,65653758.0,0,676,2073,102747,33154,905,1.0,3750,2057,316.0,11,61,7,95000000.0,2003.0,11000.0,5.5,2.35,0,3,-0.8360759178586058
380,1,1160,196.0,129.0,209.0,886.0,2094,11000.0,64685359.0,0,417,2553,40862,23031,2975,6.0,2566,4705,139.0,11,61,7,90000000.0,2016.0,11000.0,6.9,2.35,15000,3,0.40734439588113397
381,1,1809,64.0,116.0,176.0,84.0,2000,192.0,61355436.0,0,70,4261,52136,475,3373,0.0,3013,1015,184.0,11,61,7,68000000.0,1997.0,117.0,6.2,2.35,0,3,-0.21436576098873592
382,1,2274,142.0,114.0,12000.0,307.0,2681,11000.0,26871.0,0,217,3284,121259,12499,516,2.0,2804,1760,361.0,11,21,9,92000000.0,2001.0,577.0,7.0,2.35,0,4,0.49616013257682934
383,1,251,181.0,114.0,0.0,281.0,596,3000.0,60874615.0,1,504,2364,60467,4902,1943,0.0,1214,1432,949.0,11,61,6,90000000.0,2000.0,933.0,5.6,2.35,0,3,-0.7472601811629105
384,1,289,240.0,96.0,107.0,350.0,2940,11000.0,143618384.0,1,114,2915,165333,12071,3437,0.0,1884,3836,186.0,11,61,1,90000000.0,2011.0,560.0,7.0,2.35,19000,4,0.49616013257682934
385,1,331,93.0,132.0,0.0,957.0,2187,49000.0,58220776.0,4,1672,515,87785,55254,1701,0.0,236,1430,362.0,11,61,6,100000000.0,1999.0,1000.0,6.8,1.85,0,3,0.3185286591854378
386,1,1582,84.0,104.0,81.0,612.0,191,3000.0,47474112.0,0,504,4688,58227,5062,1149,0.0,3773,1047,181.0,11,61,7,90000000.0,1997.0,643.0,5.4,1.85,2000,3,-0.9248916545543011
387,1,29,66.0,111.0,79.0,2000.0,349,11000.0,42877165.0,0,714,3712,45602,26088,2478,0.0,4158,950,114.0,11,61,9,86000000.0,1997.0,11000.0,6.1,2.35,979,3,-0.3031814976844321
388,1,1258,136.0,138.0,0.0,123.0,530,14000.0,35168677.0,7,1184,1990,49311,15149,2047,1.0,3232,1762,278.0,11,60,7,100000000.0,2002.0,602.0,6.7,2.35,0,3,0.22971292248974245
389,1,1207,369.0,100.0,128.0,78.0,2360,596.0,56114221.0,0,1927,1279,110486,1261,3252,3.0,2167,3899,695.0,11,61,7,120000000.0,2015.0,360.0,4.3,2.35,41000,2,-1.901864758206954
390,1,1124,166.0,129.0,468.0,183.0,1841,919.0,37567440.0,1,2052,845,113065,2024,2976,0.0,422,286,337.0,11,61,9,20000000.0,1982.0,691.0,6.9,2.35,0,3,0.40734439588113397
391,1,1974,201.0,144.0,2000.0,537.0,406,680.0,61644321.0,3,1518,790,148238,2523,2913,0.0,2192,2182,529.0,11,61,7,88000000.0,2005.0,655.0,8.0,2.35,0,5,1.3843174995337861
392,1,103,47.0,110.0,96.0,554.0,2125,887.0,190562.0,0,1810,4127,2508,2728,2799,0.0,2152,3343,24.0,11,60,6,90000000.0,2010.0,886.0,4.4,2.35,788,2,-1.8130490215112578
393,0,737,175.0,140.0,378.0,599.0,1995,12000.0,120147445.0,7,862,3052,57661,13808,2373,0.0,4397,2083,455.0,11,61,7,87000000.0,2003.0,947.0,7.3,2.35,0,4,0.7626073426639162
394,1,953,114.0,113.0,101.0,848.0,69,22000.0,241688385.0,0,1574,4598,144053,26239,1460,0.0,3552,901,395.0,11,61,7,92000000.0,1996.0,946.0,6.3,2.35,0,3,-0.12555002429304057
395,1,1901,187.0,106.0,357.0,4000.0,2916,23000.0,144512310.0,0,1546,3757,272223,45327,1746,2.0,3794,1595,988.0,11,61,7,38000000.0,2001.0,14000.0,6.7,2.35,14000,3,0.22971292248974245
396,1,1948,221.0,143.0,0.0,272.0,2258,15000.0,233630478.0,1,1951,717,394317,15838,2515,1.0,2859,1330,1051.0,11,61,7,90000000.0,2000.0,410.0,7.7,1.85,23000,4,1.1178702894466992
397,1,761,206.0,108.0,750.0,971.0,1135,49000.0,197992827.0,2,1672,1601,132501,70996,999,0.0,3369,2253,548.0,11,61,6,100000000.0,2006.0,20000.0,6.5,2.35,0,3,0.05208144909835094
398,1,1736,239.0,108.0,521.0,129.0,1373,13000.0,176049130.0,0,1303,3592,348232,14161,2551,1.0,1179,2291,806.0,11,61,7,75000000.0,2004.0,805.0,7.8,2.35,0,4,1.2066860261423946
399,1,2364,142.0,124.0,249.0,936.0,1008,11000.0,172620724.0,0,714,201,146134,23603,839,1.0,3875,914,393.0,11,61,9,85000000.0,1997.0,10000.0,6.4,2.35,0,3,-0.03673428759734442
400,1,2148,186.0,116.0,0.0,471.0,288,11000.0,183405771.0,5,217,2566,402645,13028,1011,4.0,2565,1622,845.0,11,61,7,85000000.0,2001.0,1000.0,7.8,2.35,0,4,1.2066860261423946
401,1,1748,228.0,110.0,545.0,5000.0,1778,14000.0,20315324.0,0,1397,4356,88542,27694,2576,8.0,2151,3903,254.0,11,21,7,75000000.0,2011.0,8000.0,5.8,2.35,19000,3,-0.569628707771519
402,1,749,256.0,91.0,266.0,11000.0,30,12000.0,148313048.0,2,1854,1732,164148,37142,1724,2.0,3678,3109,168.0,11,61,6,85000000.0,2012.0,11000.0,7.1,1.85,28000,4,0.5849758692725247
403,1,1293,222.0,107.0,36.0,118.0,2761,283.0,127706877.0,2,861,1190,142496,662,1135,2.0,3904,2780,399.0,11,61,6,85000000.0,2007.0,142.0,7.1,2.35,0,4,0.5849758692725247
404,1,2149,103.0,44.0,688.2192448233861,148.0,2576,544.0,48549464.42870905,5,284,1593,159910,996,1309,1.0,2007,4451,270.0,11,61,10,39831118.41831792,2002.4634295002031,183.0,8.6,1.78,59000,5,1.9172119197079598
405,1,449,298.0,115.0,79.0,820.0,2511,18000.0,126149655.0,0,485,2993,166693,36237,2961,1.0,2881,4000,276.0,11,61,9,85000000.0,2012.0,16000.0,6.8,2.35,19000,3,0.3185286591854378
406,1,1293,84.0,100.0,36.0,439.0,900,2000.0,66941559.0,1,763,5,26413,4182,1618,1.0,3656,1534,77.0,11,61,1,85000000.0,2000.0,795.0,4.8,1.85,372,2,-1.4577860747284757
407,1,246,236.0,104.0,420.0,535.0,989,2000.0,78009155.0,0,1311,4535,110073,3768,1780,5.0,980,2832,194.0,11,61,7,75000000.0,2011.0,906.0,6.2,2.35,0,3,-0.21436576098873592
408,1,1634,157.0,138.0,278.0,213.0,2494,14000.0,63224849.0,4,1049,3873,182757,17423,2990,3.0,2098,2768,483.0,11,61,7,85000000.0,2006.0,3000.0,6.9,1.85,19000,3,0.40734439588113397
409,1,2274,81.0,140.0,12000.0,619.0,1202,10000.0,111544445.0,0,2040,1197,188116,11951,2077,4.0,3153,1077,415.0,11,61,9,90000000.0,1998.0,660.0,7.3,2.35,0,4,0.7626073426639162
410,1,1634,187.0,120.0,278.0,963.0,1137,11000.0,112703470.0,4,1343,1901,69860,15226,3499,2.0,472,3599,214.0,11,61,9,85000000.0,2009.0,2000.0,6.6,1.85,0,3,0.1408971857940463
411,1,2148,238.0,122.0,0.0,11000.0,1933,14000.0,117144465.0,5,27,2567,256928,43499,386,3.0,2608,2949,288.0,11,61,7,85000000.0,2007.0,13000.0,6.9,2.35,0,3,0.40734439588113397
412,1,1955,107.0,83.0,28.0,624.0,731,4000.0,84303558.0,1,976,2612,65270,6081,1474,1.0,1752,2464,100.0,11,61,6,85000000.0,2006.0,650.0,6.2,1.85,863,3,-0.21436576098873592
413,1,1645,459.0,139.0,168.0,1000.0,2781,14000.0,150832203.0,1,1049,1047,341058,22226,2313,2.0,1089,4223,713.0,11,61,7,85000000.0,2014.0,5000.0,6.7,2.35,49000,3,0.22971292248974245
414,1,981,187.0,131.0,218.0,29.0,992,5000.0,51396781.0,7,204,1196,188887,5103,651,1.0,1708,1551,662.0,11,61,9,68000000.0,2001.0,35.0,7.6,2.35,0,4,1.029054552751003
415,1,1762,151.0,104.0,532.0,557.0,2479,12000.0,47592825.0,0,533,4259,82731,16930,1083,1.0,758,2075,255.0,11,61,7,85000000.0,2003.0,3000.0,6.7,2.35,0,3,0.22971292248974245
416,1,1122,80.0,130.0,323.0,330.0,2838,670.0,50016394.0,0,614,2078,106528,2407,1636,1.0,355,651,257.0,11,61,7,70000000.0,1993.0,442.0,6.2,2.35,0,3,-0.21436576098873592
417,1,1905,229.0,145.0,252.0,210.0,1841,879.0,57010853.0,7,1182,2315,119286,2380,1840,1.0,3094,2446,548.0,11,61,7,85000000.0,2005.0,691.0,7.3,2.35,0,4,0.7626073426639162
418,1,1234,158.0,104.0,681.0,159.0,3002,584.0,62494975.0,0,75,3758,179500,1235,2529,5.0,2590,2796,378.0,11,61,7,85000000.0,2006.0,227.0,6.0,2.35,0,3,-0.39199723438012746
419,1,2027,190.0,97.0,6.0,561.0,1150,1000.0,46440491.0,1,907,369,35446,2707,2374,1.0,2845,3827,78.0,11,60,6,100000000.0,2011.0,579.0,7.1,1.85,0,4,0.5849758692725247
420,1,1466,98.0,178.0,102.0,551.0,349,12000.0,44606335.0,7,116,2304,169023,23950,1418,0.0,1897,993,703.0,11,61,7,90000000.0,1998.0,11000.0,7.1,1.85,10000,4,0.5849758692725247
421,1,88,135.0,108.0,99.0,172.0,2406,672.0,40048332.0,0,1617,836,61417,1460,1775,1.0,1486,1597,339.0,11,61,9,85000000.0,2002.0,174.0,5.5,1.85,941,3,-0.8360759178586058
422,1,215,84.0,123.0,189.0,87.0,277,813.0,48549464.42870905,4,1695,238,19228,1476,2301,0.0,3360,244,146.0,11,61,9,39831118.41831792,1979.0,388.0,7.8,1.85,0,4,1.2066860261423946
423,1,2181,382.0,106.0,763.0,809.0,2125,8000.0,64933670.0,1,1014,2355,70838,11454,765,1.0,4502,4091,208.0,11,61,6,85000000.0,2012.0,886.0,5.6,1.85,18000,3,-0.7472601811629105
